session_id,timestamp,user_name,user_dob,session_duration,selected_category,user_msg_count,bot_msg_count,feedback,detailed_feedback
618f15b6-4143-4131-88b8-386844d0463f,2023-07-15 15:30:57,User570,1996-10-6,0:16:4,deals,4,6,bad,Didn't get the answer I was looking for.
6ab590b1-37b0-417f-8e0e-f410488b4270,2023-04-07 07:29:57,User847,1993-7-3,0:13:10,eat-drink,1,1,good,The bot provided accurate answers.
f164dd5a-7f11-4895-8862-bb13abc4933a,2023-04-17 06:14:57,User926,1990-7-1,0:15:9,eat-drink,3,2,bad,The bot needs some improvements.
61359a60-b462-4d35-aa31-ca8cd462c0d9,2022-10-24 14:28:57,User489,1991-3-4,0:51:43,travel,5,4,bad,Didn't get the answer I was looking for.
bf6866b8-9c2f-4884-ae65-134300335585,2022-08-23 07:53:57,User55,1988-11-27,0:58:42,lifestyle,4,3,good,The chatbot was very helpful and informative.
3e5741ca-f0a6-4137-9a9b-2d0de252d11a,2022-12-01 01:37:57,User481,1997-9-21,0:41:30,money,2,8,good,Smooth and pleasant interaction with the chatbot.
50120d0d-ef71-4f1f-82ab-b9acd8c41847,2023-02-16 10:25:57,User449,1992-3-8,0:14:59,travel,4,1,good,Great experience navigating through MTL news.
6417abff-8763-49d5-956f-abf262f7d018,2023-06-17 05:30:57,User468,1988-9-20,0:11:24,lifestyle,8,9,bad,The bot needs some improvements.
af5fe571-5cdf-4294-aa41-42eead23366a,2023-05-11 08:17:57,User258,1985-11-18,0:17:15,eat-drink,5,2,good,Smooth and pleasant interaction with the chatbot.
066fdb94-7c37-41ac-80b6-3deede8c7070,2022-10-08 01:30:57,User746,1987-1-10,0:32:7,eat-drink,1,6,bad,The bot needs some improvements.
8f858a0d-28d1-441b-aad4-3ed300679f96,2023-04-03 02:33:57,User739,2000-12-1,0:12:40,deals,3,1,good,I love how quickly the bot responds.
fc187949-d9f7-411d-8c4c-f84e0c129379,2022-10-24 16:14:57,User283,1991-3-14,0:17:34,lifestyle,2,1,bad,I wish the chatbot was more intuitive.
3e4904d5-2219-4184-89e8-fdb5daf67448,2023-08-13 19:43:57,User489,1993-11-27,0:4:0,money,5,5,good,Great experience navigating through MTL news.
1690eb05-3a28-4f42-9744-7e9318ed223b,2022-08-27 21:21:57,User952,1996-3-27,0:37:46,lifestyle,7,6,good,The chatbot was very helpful and informative.
c4ec6907-e56d-4a7e-b3af-46d7757e9362,2022-09-07 00:27:57,User393,1984-7-11,0:4:5,travel,6,6,good,Impressed by the bot's knowledge about MTL Blog.
05b31f61-b533-466f-8bb3-33a4cac51871,2022-10-06 22:06:57,User727,1998-3-8,0:49:48,money,7,6,bad,Didn't get the answer I was looking for.
e20cd9f8-2862-4d10-b5e4-58862a452837,2023-05-12 02:17:57,User492,1989-2-1,0:32:5,deals,3,6,bad,Had a hard time understanding some responses.
d9dc9390-ecc6-4244-91a4-44836f7d09f2,2022-12-27 19:32:57,User580,1994-6-2,0:34:14,real-estate,1,1,good,The chatbot was very helpful and informative.
2036cd1d-fdbf-45a2-b047-e3b77931d1e1,2023-01-29 22:12:57,User516,1989-11-28,0:57:40,things-to-do,5,5,bad,Had a hard time understanding some responses.
cc91ac03-83bc-49c7-8f7d-7241baddc53f,2023-06-13 04:37:57,User509,1986-12-12,0:31:43,lifestyle,1,5,good,Impressed by the bot's knowledge about MTL Blog.
c326d797-dae1-412c-aa40-880eaa36b5bb,2022-12-12 03:19:57,User587,1998-5-27,0:12:37,sports,6,1,bad,I wish the chatbot was more intuitive.
ed5a42b2-0d57-4336-b356-2e827823cfbb,2023-07-08 20:14:57,User87,1996-3-10,0:22:0,eat-drink,3,1,good,Great experience navigating through MTL news.
56fc6ce8-0f51-4308-acf0-1e5272ac2329,2022-11-17 08:07:57,User731,1998-4-14,0:53:18,deals,3,6,good,Smooth and pleasant interaction with the chatbot.
90a34022-7864-42e9-89f0-7a41e8bcea6f,2022-12-05 08:42:57,User739,1997-12-1,0:47:26,eat-drink,5,8,good,The bot provided accurate answers.
99d84105-8c0a-468f-b96b-4b7bde54f287,2023-07-30 03:43:57,User260,1987-2-2,0:30:22,deals,2,3,good,Impressed by the bot's knowledge about MTL Blog.
ae9fce36-1d24-47e1-8d48-0d00d616c418,2022-09-29 22:08:57,User660,1992-3-2,0:31:8,deals,6,6,bad,The bot needs some improvements.
f7064aea-5e51-489b-abfd-d01972d382cc,2023-04-24 15:14:57,User214,1992-10-14,0:47:19,travel,3,7,good,Great experience navigating through MTL news.
8509aa57-1f43-4026-862b-9f213b361f40,2023-04-22 14:36:57,User116,1998-2-6,0:36:40,lifestyle,1,4,good,I love how quickly the bot responds.
2210dee8-ac0f-49a0-bbd2-4f1e232ac45e,2022-08-23 15:28:57,User332,1994-11-6,0:0:56,news,5,2,good,The bot provided accurate answers.
720c4f52-e5f7-40a3-ab0f-afa99c1006d5,2023-08-05 11:18:57,User694,1999-10-1,0:1:3,lifestyle,5,6,bad,The bot was a bit confusing at times.
824ef94d-8674-48a9-a403-4ef419e1542f,2023-01-20 09:26:57,User343,1989-12-21,0:15:55,money,3,5,good,Smooth and pleasant interaction with the chatbot.
9c509711-6ed8-4dd8-84b1-937b8d9a9337,2023-05-21 10:13:57,User147,1987-8-5,0:6:24,things-to-do,5,1,good,Impressed by the bot's knowledge about MTL Blog.
403c20c9-bb1b-441b-a465-aecbb171d5e1,2022-10-26 03:14:57,User257,1995-11-28,0:43:26,eat-drink,1,5,good,Great experience navigating through MTL news.
6aa1752b-f5b0-43a2-8921-8846ff9a9092,2022-11-21 03:14:57,User565,1995-4-17,0:44:11,lifestyle,3,9,good,The chatbot was very helpful and informative.
a01a928f-17bd-4159-9636-7bbe1d69b53c,2022-10-13 05:25:57,User29,2001-12-14,0:55:49,news,7,5,bad,The bot needs some improvements.
b42d807a-d4d0-4923-9956-858fdbaf038b,2022-08-21 10:40:57,User874,1990-1-6,0:37:2,deals,5,3,bad,Didn't get the answer I was looking for.
865a8bdc-5052-4006-a6c3-3adaf8f8392f,2023-07-19 17:27:57,User95,1990-2-1,0:4:32,travel,2,2,good,I love how quickly the bot responds.
edeb220c-e95c-4636-a3ac-7ae2ed18a7e1,2022-10-05 23:08:57,User549,1997-9-3,0:13:30,eat-drink,3,6,bad,Didn't get the answer I was looking for.
4d994a99-a147-4d3b-b1d7-ebaad0ff85af,2023-01-01 13:01:57,User688,1992-8-2,0:45:16,sports,4,1,good,I love how quickly the bot responds.
24605227-9204-42cd-91d5-8217704eaa57,2022-09-19 18:21:57,User43,1990-7-28,0:5:52,lifestyle,7,6,bad,Had a hard time understanding some responses.
c61038ae-aca9-469c-9477-e1d93a2c10b7,2023-01-18 15:08:57,User204,1995-3-13,0:0:44,sports,3,4,good,I love how quickly the bot responds.
ff142346-ca73-41e7-a60e-790e0a5293be,2022-10-27 09:03:57,User898,1987-11-5,0:2:11,eat-drink,8,4,bad,The bot needs some improvements.
030e2bae-ffd0-486c-9b86-5149e80fb79f,2023-08-02 21:32:57,User9,1989-9-19,0:29:59,things-to-do,2,8,good,The bot provided accurate answers.
b262f462-c370-47e6-9e8f-52e7b6a80ece,2023-04-17 22:20:57,User652,1992-7-28,0:6:3,lifestyle,8,1,good,The bot provided accurate answers.
07d136a3-007e-4beb-a3f8-d664973c2764,2023-07-25 22:27:57,User849,1994-9-11,0:39:47,eat-drink,1,3,good,Impressed by the bot's knowledge about MTL Blog.
39f01650-a07c-4d96-9c6d-f00bf2ec93a4,2022-11-15 16:54:57,User649,1996-10-28,0:30:16,eat-drink,4,5,good,Great experience navigating through MTL news.
53d49b7d-0033-4086-a4dd-3df4fae76fd7,2022-10-29 19:40:57,User826,1992-2-5,0:30:30,lifestyle,5,3,good,Great experience navigating through MTL news.
8241a0fe-5d64-443d-a3fe-ef180098a331,2023-03-17 02:19:57,User925,1988-6-19,0:35:0,eat-drink,1,4,good,The bot provided accurate answers.
ad46efc0-1e37-4e65-ab23-68a0f596bf0e,2023-01-27 22:00:57,User716,1986-8-5,0:48:1,things-to-do,4,6,good,The chatbot was very helpful and informative.
24fac19f-7242-4ef6-ad44-80df3c43adf1,2023-05-28 20:32:57,User465,1987-2-16,0:45:43,money,3,4,good,The bot provided accurate answers.
1620aec1-c6de-4d36-8c6d-0b1a40d417c2,2023-03-22 11:34:57,User151,1990-4-14,0:54:1,deals,1,6,good,Great experience navigating through MTL news.
3e421821-90d4-4953-bace-5f459b0bd16c,2022-10-12 21:27:57,User887,2001-7-11,0:2:48,money,6,4,good,The bot provided accurate answers.
903309af-ac07-4293-ad55-da82c00113d5,2023-07-10 12:22:57,User353,1990-1-21,0:22:55,eat-drink,6,2,bad,Not the best experience with this chatbot.
e36b872b-860e-444c-8e07-55a01d848415,2022-11-10 22:15:57,User518,1998-12-10,0:18:0,money,8,5,good,The chatbot was very helpful and informative.
fa60eaf9-b77b-4806-a8b9-93f0cb02c2cf,2023-01-22 21:13:57,User879,1995-5-16,0:54:54,travel,5,5,good,Great experience navigating through MTL news.
d1abc02e-82b1-4805-88a8-1d385753ae81,2023-05-24 06:03:57,User594,2004-8-2,0:45:40,money,4,1,good,I love how quickly the bot responds.
5f4aab69-6f22-4dec-8b79-6f1ab105b466,2022-09-07 22:07:57,User660,1987-9-22,0:24:58,news,1,1,bad,The bot was a bit confusing at times.
d5504ac0-b277-4d1b-8419-caa7c28c8aff,2023-02-22 21:32:57,User574,1996-10-27,0:17:21,deals,1,5,good,Great experience navigating through MTL news.
c8d60a4f-54fb-4f4e-84ad-b21a77f2aa82,2023-06-16 22:50:57,User444,1991-6-12,0:1:11,lifestyle,3,5,good,Smooth and pleasant interaction with the chatbot.
f69de998-34b2-4e64-9552-19b3360712f8,2023-06-02 02:28:57,User864,1992-11-10,0:1:56,things-to-do,1,1,good,Smooth and pleasant interaction with the chatbot.
20fa00c9-cc79-4909-bb81-62eb9eef43ef,2023-05-05 11:07:57,User101,1991-10-2,0:29:27,news,6,2,good,Great experience navigating through MTL news.
fe8f8b66-5a3c-449c-bbb5-b43fb80ba19b,2023-03-28 15:49:57,User820,1991-8-3,0:53:26,eat-drink,7,6,good,Smooth and pleasant interaction with the chatbot.
228ed3b2-bffb-473b-b3b1-577df09cf373,2022-08-20 14:32:57,User244,1994-1-1,0:49:32,money,4,1,bad,Not the best experience with this chatbot.
01ce0bf5-8173-430a-9ada-523540c2c3fa,2023-04-04 03:49:57,User850,1999-8-24,0:50:32,deals,4,7,good,Impressed by the bot's knowledge about MTL Blog.
0cfeb1ce-4ba7-45fb-b046-e70c0b2fafb5,2023-03-07 16:10:57,User694,1998-3-9,0:31:25,things-to-do,4,3,good,Great experience navigating through MTL news.
3d997d39-d9f9-4b18-92f0-336dc372a76d,2023-02-26 13:38:57,User704,1988-9-17,0:24:45,sports,2,3,good,The bot provided accurate answers.
ba339dc6-08ae-44ba-aca4-921f5a3d8f96,2022-12-26 07:36:57,User478,1995-11-25,0:39:4,eat-drink,5,2,good,The bot provided accurate answers.
d12765ea-ed9a-4f1c-a524-6c97709e2cfd,2023-01-29 03:36:57,User810,1993-1-14,0:6:59,deals,6,5,good,Great experience navigating through MTL news.
10bc09ee-f3fe-491a-a106-da470188e9d0,2023-02-25 15:25:57,User82,1992-5-12,0:48:9,lifestyle,5,6,good,Impressed by the bot's knowledge about MTL Blog.
cd70a826-1746-4b3c-9c19-158120b242bb,2023-05-15 19:28:57,User599,1988-8-8,0:33:1,eat-drink,2,1,good,Smooth and pleasant interaction with the chatbot.
4c73ea95-b4bb-43fa-b2fd-81a6a504357d,2023-05-18 03:16:57,User305,1986-11-27,0:28:24,deals,10,4,bad,The bot was a bit confusing at times.
2cfa6bcb-2aac-4a92-aa33-44df931b2105,2023-02-25 13:34:57,User484,1995-2-18,0:48:1,lifestyle,4,1,good,The chatbot was very helpful and informative.
ff800841-2dd7-44eb-9d84-bd461c513381,2023-01-11 11:42:57,User784,1995-11-28,0:11:50,sports,9,2,good,Great experience navigating through MTL news.
d8b2df01-29b4-4740-b36c-5fbf7d9e9e91,2023-03-31 16:51:57,User353,2000-12-4,0:35:12,deals,5,5,good,Impressed by the bot's knowledge about MTL Blog.
a05ce282-7f57-4c99-aaeb-cabfed5c1794,2023-02-09 11:59:57,User54,1992-11-23,0:26:10,things-to-do,3,4,good,Great experience navigating through MTL news.
8cf0ff2f-b620-456d-ade3-aaf26e739739,2022-09-01 23:36:57,User986,1993-1-13,0:12:59,deals,6,1,bad,Not the best experience with this chatbot.
865420ed-f3f8-4613-ab7c-e3e2130065a1,2022-08-27 03:35:57,User369,2003-4-11,0:37:0,things-to-do,2,1,bad,Not the best experience with this chatbot.
7c4fa87f-63e7-4114-b55f-0f7f14c2acbf,2023-08-06 11:32:57,User57,1994-10-21,0:4:17,eat-drink,3,6,good,Smooth and pleasant interaction with the chatbot.
f6b20137-0363-4981-a452-2b3863b85d6d,2023-06-04 23:31:57,User365,2000-1-22,0:21:41,travel,5,1,bad,Had a hard time understanding some responses.
6c0e6a8a-c982-49ef-a9d4-f53ae43c3913,2023-03-13 05:15:57,User153,1997-9-26,0:40:34,money,1,5,bad,Had a hard time understanding some responses.
df589885-ce81-4cf5-ae5b-ba94e799f2d6,2023-08-03 05:20:57,User769,2000-4-18,0:40:46,news,8,4,good,Smooth and pleasant interaction with the chatbot.
1f356813-55bc-4f59-ba45-eb8a289caa56,2022-12-23 00:57:57,User172,1993-11-4,0:37:36,deals,3,8,good,Impressed by the bot's knowledge about MTL Blog.
6783e93c-1c8f-4e80-968b-4e7e3ada4a8c,2023-02-14 03:39:57,User706,1995-3-13,0:7:32,real-estate,5,2,good,The chatbot was very helpful and informative.
3c9ee823-9751-4a28-9794-69414ca2f858,2022-10-09 00:58:57,User957,1995-8-8,0:54:3,deals,5,3,good,The chatbot was very helpful and informative.
cba8b954-36aa-4098-8710-7df6a8627e0f,2023-07-25 14:10:57,User384,1990-9-1,0:53:48,eat-drink,9,8,bad,Not the best experience with this chatbot.
5b8d6b73-cc5b-4242-bc92-ef44a764ff58,2022-12-08 22:26:57,User389,2001-4-9,0:52:20,things-to-do,5,4,bad,Not the best experience with this chatbot.
0dc1f1c6-81e5-4fc9-8c9c-190f1a8ad64d,2023-03-09 07:04:57,User642,1998-7-23,0:1:2,news,1,6,good,The chatbot was very helpful and informative.
a0b8d3e7-d332-4cf6-b735-909c467b46a4,2023-02-26 17:09:57,User277,1988-7-12,0:7:45,lifestyle,5,1,good,The bot provided accurate answers.
15c3f888-f94f-4e85-8dcc-56c96c7eb893,2023-03-12 23:17:57,User429,1991-8-20,0:34:34,sports,3,1,bad,Not the best experience with this chatbot.
bdc5b416-293d-4366-9a18-9cec4fab10a7,2023-08-17 12:02:57,User290,1990-10-18,0:44:30,lifestyle,1,5,good,Impressed by the bot's knowledge about MTL Blog.
86e53ab2-14e6-4fc6-8ea3-19c430e1d9a3,2023-02-17 21:32:57,User601,2001-11-13,0:9:22,lifestyle,3,4,good,Impressed by the bot's knowledge about MTL Blog.
c42549d5-46f3-485c-98d3-883b4a356558,2023-03-10 13:13:57,User220,1995-3-11,0:51:38,lifestyle,1,4,good,I love how quickly the bot responds.
18a1fc7a-d653-4ead-a430-9a31b25462ec,2022-12-02 01:26:57,User272,1989-8-15,0:6:25,things-to-do,10,1,bad,Not the best experience with this chatbot.
821593ce-0c03-43d4-ac1e-7b39ea0d884a,2023-05-07 17:58:57,User610,1994-7-1,0:15:27,eat-drink,5,4,good,The bot provided accurate answers.
49a92fd8-1830-4191-ad99-d2acdaf01c89,2022-09-25 23:28:57,User724,1982-1-5,0:54:45,eat-drink,5,5,good,Great experience navigating through MTL news.
798c5ae1-3bda-4109-a52c-ff81eb1fd622,2022-12-11 12:45:57,User735,1991-12-12,0:42:32,eat-drink,4,1,good,Great experience navigating through MTL news.
83daebf9-ff7e-4b5b-bbaa-c9d9c1849313,2023-03-19 06:44:57,User430,1994-10-16,0:8:26,eat-drink,1,8,good,Smooth and pleasant interaction with the chatbot.
06696b87-1a50-46d1-932c-17d290a721e1,2022-12-16 14:01:57,User433,1995-1-27,0:54:50,money,2,6,good,Impressed by the bot's knowledge about MTL Blog.
96e7e885-adeb-4476-b58f-60853718aab4,2022-11-19 16:10:57,User719,1988-6-23,0:49:36,lifestyle,5,4,good,Impressed by the bot's knowledge about MTL Blog.
f88a66ef-593b-434c-b33f-238b494c7ffc,2023-01-25 19:35:57,User209,2004-11-24,0:48:31,deals,5,8,good,The chatbot was very helpful and informative.
3437164a-f0f7-4b6b-9e47-6f75b4b6dbc5,2022-11-05 09:42:57,User662,1985-2-7,0:53:42,eat-drink,3,3,good,Smooth and pleasant interaction with the chatbot.
f691f0c6-330b-4e7a-86b0-1e11008dc2b1,2022-08-29 21:08:57,User636,1991-11-14,0:37:32,eat-drink,3,7,good,I love how quickly the bot responds.
83cdc668-9a5b-4b58-a05a-2df1d6977f5b,2022-08-22 21:27:57,User845,1996-9-7,0:1:52,deals,6,1,good,Impressed by the bot's knowledge about MTL Blog.
31194295-4e05-42ae-a7cf-7f17e067061c,2022-09-30 01:28:57,User896,1996-12-21,0:44:21,sports,4,9,good,Great experience navigating through MTL news.
c8d6a6c7-3876-468e-bfd6-88056c3a5fe4,2023-01-20 19:37:57,User770,1992-3-18,0:6:6,travel,6,5,good,I love how quickly the bot responds.
0de9e0f7-d4a7-4344-b13a-bffed093bfca,2022-10-02 08:26:57,User175,1990-7-14,0:9:17,lifestyle,6,5,bad,Had a hard time understanding some responses.
95bc2c2e-8a1e-4d7c-9e0b-2df6818fa3dd,2022-09-13 19:55:57,User376,1987-7-16,0:12:25,money,4,5,good,Great experience navigating through MTL news.
ac93e07f-ef5d-4e68-97e4-57656585e521,2023-04-07 14:05:57,User814,1996-9-13,0:25:13,news,3,1,bad,The bot was a bit confusing at times.
0a9a3ae0-6ef7-4fb4-b403-3681580dae32,2022-12-17 01:30:57,User902,1996-3-1,0:40:0,eat-drink,6,3,good,The chatbot was very helpful and informative.
d413e1e4-acd9-4972-ab65-370206a749a2,2023-07-28 11:48:57,User890,1999-2-16,0:52:50,eat-drink,2,2,good,The chatbot was very helpful and informative.
336537fb-48aa-493f-b12f-7970b87655ae,2022-10-23 19:28:57,User229,1995-8-24,0:1:49,news,2,6,good,The bot provided accurate answers.
932d9f0e-7c39-4de9-93ea-10c882d8da19,2022-12-09 21:07:57,User725,1996-1-6,0:52:0,things-to-do,8,5,good,Great experience navigating through MTL news.
e14904d9-4332-4a19-b6cc-c6ee13b31897,2023-08-13 01:40:57,User608,1994-5-20,0:18:3,things-to-do,3,5,good,The bot provided accurate answers.
5177ddf5-3597-4b2f-8050-73b38744a583,2022-10-25 11:57:57,User796,2001-11-26,0:29:57,eat-drink,3,5,good,Smooth and pleasant interaction with the chatbot.
704d09fb-0c04-4654-9947-0bd04d81e69e,2023-06-29 16:19:57,User32,2002-3-18,0:6:9,lifestyle,5,2,good,I love how quickly the bot responds.
3a2c13d5-9bfc-40cd-8b98-74c94671aa3c,2022-10-17 11:55:57,User934,1992-12-3,0:24:20,money,3,8,bad,The bot needs some improvements.
4e4af918-9dc0-49fe-9bfd-48559c6fe73a,2023-04-30 21:11:57,User783,1995-8-19,0:24:29,travel,3,4,good,Smooth and pleasant interaction with the chatbot.
10a53c24-ccd7-42c9-8c59-f99eeed8471b,2022-11-30 22:24:57,User370,1998-5-10,0:19:0,real-estate,2,2,good,Smooth and pleasant interaction with the chatbot.
6fbc65ae-ffba-488c-af9d-b0f16ea9fa91,2022-11-05 16:29:57,User587,1999-6-2,0:53:1,eat-drink,5,2,good,I love how quickly the bot responds.
7da0e7ad-2125-407c-a9eb-79ce5c2895f8,2023-02-03 22:35:57,User311,1992-11-14,0:29:23,lifestyle,4,4,good,Smooth and pleasant interaction with the chatbot.
df452f36-9011-4b52-a31b-05a8e0cce97a,2023-07-26 15:14:57,User14,1983-4-26,0:56:14,real-estate,5,9,good,Impressed by the bot's knowledge about MTL Blog.
e2375a1b-5d5a-497b-95fe-c8a2cf56c39d,2023-05-24 17:19:57,User943,1990-11-1,0:53:14,real-estate,1,2,good,The bot provided accurate answers.
da17d1a5-10ab-437a-955b-8035f2188f5f,2023-07-24 15:00:57,User251,1997-5-18,0:35:52,money,5,1,good,Great experience navigating through MTL news.
bb15641c-83e5-47fc-8758-baced8b9e4e8,2022-11-06 23:06:57,User11,1996-6-4,0:15:26,lifestyle,6,9,bad,I wish the chatbot was more intuitive.
870f0e93-eb87-4719-b80d-da2d8c5bc69e,2023-02-02 09:33:57,User190,1994-9-19,0:23:46,lifestyle,6,4,good,The bot provided accurate answers.
b30ca75b-8ff1-444c-b45f-39765339a670,2023-04-21 05:46:57,User570,1992-5-16,0:14:17,money,5,6,bad,Didn't get the answer I was looking for.
1beb4fc0-43eb-4866-a8e8-fe7491996c92,2022-08-30 04:49:57,User379,1997-8-17,0:10:46,things-to-do,7,6,good,The bot provided accurate answers.
0ed350dd-18d3-4abb-969a-cea64870da93,2023-06-13 19:01:57,User200,1994-1-28,0:10:44,money,1,9,bad,I wish the chatbot was more intuitive.
4ca26be4-d7f0-4fdb-9f1c-848b9f9b300f,2022-09-29 14:17:57,User338,1998-11-27,0:16:34,eat-drink,1,9,good,The bot provided accurate answers.
e71d0f19-426d-41ae-a8b3-81175e455dfa,2023-06-05 23:07:57,User752,1992-10-16,0:7:50,travel,4,7,good,Impressed by the bot's knowledge about MTL Blog.
9cc45516-af9f-4d01-9807-248f12db7d4b,2023-03-14 19:05:57,User350,1995-1-20,0:24:55,deals,3,7,good,The chatbot was very helpful and informative.
8243bb3f-8204-4437-a842-fa0c0c9d6da3,2022-11-29 15:50:57,User440,2001-3-7,0:36:41,things-to-do,2,2,good,Impressed by the bot's knowledge about MTL Blog.
9c353c7b-c285-4e15-8bea-ee817355f8d9,2023-06-26 08:20:57,User928,1992-11-25,0:26:3,things-to-do,3,6,good,Great experience navigating through MTL news.
1087d016-4209-4bb4-b19a-b5d1ad324211,2023-04-06 04:28:57,User773,1997-5-17,0:45:36,eat-drink,7,2,good,The bot provided accurate answers.
b378dabf-d3a6-429b-8b0c-96c260b02cc3,2023-06-01 06:37:57,User597,1996-6-2,0:20:16,news,6,8,bad,Had a hard time understanding some responses.
62f7dd5e-14a8-4d45-8cef-074fc321ab3a,2022-12-15 09:18:57,User986,1997-3-1,0:12:18,real-estate,1,5,good,The bot provided accurate answers.
ffaede38-018a-4afa-ae20-b80f8a633fa5,2023-03-08 22:42:57,User442,1993-9-13,0:34:48,eat-drink,1,6,good,The bot provided accurate answers.
a9b17adf-6664-4ea0-bfff-485e71d3054b,2023-01-13 01:09:57,User203,1994-2-13,0:16:11,things-to-do,1,1,bad,Didn't get the answer I was looking for.
1b450bc3-9a2a-491b-8aef-996f5d432233,2023-08-16 06:28:57,User492,1993-9-6,0:17:34,lifestyle,8,3,good,The bot provided accurate answers.
8c174f5f-f103-4b0d-996e-25920a53bd4e,2022-09-14 10:50:57,User610,1997-5-18,0:4:14,sports,8,2,good,Great experience navigating through MTL news.
0d2ce96d-3812-49e4-b43c-c69c0bcab0b2,2023-04-22 23:18:57,User724,1997-9-16,0:10:49,eat-drink,3,2,good,The bot provided accurate answers.
0e7adbfc-c7c3-420e-a3c4-5700f3d79e39,2022-12-02 14:09:57,User179,1995-4-20,0:18:1,eat-drink,5,3,bad,I wish the chatbot was more intuitive.
2ace30a0-f713-43bb-a59f-f2ee40d4cc1e,2023-01-31 19:29:57,User261,1989-1-13,0:6:19,lifestyle,4,3,good,Smooth and pleasant interaction with the chatbot.
82201709-017b-4941-8f8d-59dc72f13d18,2023-05-02 15:57:57,User908,1994-11-7,0:45:35,eat-drink,1,7,good,The chatbot was very helpful and informative.
ee923c9a-9505-439d-8ba4-07d99990a31d,2022-08-20 00:19:57,User946,2001-4-2,0:25:27,eat-drink,3,2,good,Great experience navigating through MTL news.
53be6e56-f6a4-42b0-bae9-5655d3aa21e4,2022-12-15 11:46:57,User184,1995-2-19,0:2:36,news,3,6,good,Great experience navigating through MTL news.
6c046772-cde9-4936-b4ad-850322aee85d,2023-05-13 21:49:57,User462,1994-9-5,0:54:51,money,6,4,good,Impressed by the bot's knowledge about MTL Blog.
8d269b76-dc2f-452b-838f-e71421d28243,2023-06-29 09:18:57,User862,1990-10-1,0:24:38,lifestyle,6,5,good,Impressed by the bot's knowledge about MTL Blog.
19afdc58-e864-4d5f-a810-1de58f2a06a1,2022-12-24 15:06:57,User417,1998-9-19,0:16:41,things-to-do,6,2,good,The chatbot was very helpful and informative.
05297397-50aa-43fa-9302-201fb52e6d89,2023-03-29 05:52:57,User953,1982-1-6,0:15:5,real-estate,4,3,good,The bot provided accurate answers.
e9744fb6-7443-4935-a343-54cc6e115d7b,2022-10-31 03:56:57,User418,1993-4-6,0:7:6,news,6,6,good,The bot provided accurate answers.
2ad25a78-d420-46bd-bb3b-69ffa1a1e3f3,2022-12-07 08:43:57,User846,1998-8-19,0:20:57,travel,5,9,good,Great experience navigating through MTL news.
5a7a8ba6-7d43-45e1-b85b-04273c47cc4c,2023-02-17 04:57:57,User449,1990-5-11,0:24:48,eat-drink,5,4,bad,The bot needs some improvements.
327471b5-3e38-4488-91d3-c4ba9cbefb6d,2022-11-29 02:52:57,User694,1993-10-16,0:44:33,sports,9,3,good,The bot provided accurate answers.
